street_number,actual_street_name,Suburb,country,Borough,County,london_region,region,Date,day,month,year,quarter,value,tenure_type,tenancy_type,leasehold_unexpired_term,ground_rent_dummy,ground_rent_inpounds,rent_yearly_inpounds,years_purchase
34,ALFRED PLACE,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,23-04-1895,23,4,1895,2,360,LEASEHOLD,YEARLY,30,1,8.8,90,4
21,BETTERTON STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,31-07-1895,31,7,1895,3,700,FREEHOLD,YEARLY,999,0,,50,14
30,BOW STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,18-07-1895,18,7,1895,3,6500,FREEHOLD,YEARLY,999,0,,200,32.5
77,CHENIES MEWS,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,30-10-1895,30,10,1895,4,35,LEASEHOLD,YEARLY,11,1,,52,0.673076923
7,CHENIES STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,28-10-1895,28,10,1895,4,180,LEASEHOLD,YEARLY,12,1,8.4,78,2.307692308
41,COMPTON STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,28-10-1895,28,10,1895,4,25,LEASEHOLD,WEEKLY,10,1,,,
58,COMPTON STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,11-01-1895,11,1,1895,1,200,LEASEHOLD,YEARLY,10,1,77,60,3.333333333
22,GREAT CORAM STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,11-01-1895,11,1,1895,1,85,LEASEHOLD,YEARLY,4,0,,65,1.307692308
42,GREAT CORAM STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,11-01-1895,11,1,1895,1,85,LEASEHOLD,YEARLY,4,1,20,68,1.25
71,GREAT ORMOND STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,05-07-1895,5,7,1895,3,1350,FREEHOLD,YEARLY,999,1,66,,
10,GLONCESTER STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,15-08-1895,15,8,1895,3,750,FREEHOLD,YEARLY,999,0,,,
61,GOWER STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,12-11-1895,12,11,1895,4,750,LEASEHOLD,YEARLY,28,1,32,130,5.769230769
40,HASTINGS STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,28-10-1895,28,10,1895,4,35,LEASEHOLD,YEARLY,11,1,8.4,52,0.673076923
45a,HASTINGS STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,28-10-1895,28,10,1895,4,38,LEASEHOLD,YEARLY,11,1,20,57.2,0.664335664
46,HUNTER STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,27-03-1895,27,3,1895,1,86,LEASEHOLD,YEARLY,11,1,0.25,,
53,MARCHMONT STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,11-01-1895,11,1,1895,1,80,LEASEHOLD,YEARLY,4,1,13,60,1.333333333
12,MECKLENBURGH SQUARE,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,21-11-1895,21,11,1895,4,105,LEASEHOLD,YEARLY,14,1,,90,1.166666667
25,MECKLENBURGH SQUARE,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,29-04-1895,29,4,1895,2,590,LEASEHOLD,YEARLY,,1,,150,3.933333333
8,MECKLENBURGH STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,10-06-1895,10,6,1895,2,420,LEASEHOLD,YEARLY,22,1,7.25,75,5.6
11,MONTAGU PLACE,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,11-07-1895,11,7,1895,3,890,LEASEHOLD,YEARLY,11,1,13,160,5.5625
6,MONTAGU STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,11-07-1895,11,7,1895,3,100,LEASEHOLD,YEARLY,,1,7,120,0.833333333
1,NEALS YARD,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,27-11-1895,27,11,1895,4,150,,YEARLY,,0,,,
2,ORANGE STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,16-07-1895,16,7,1895,3,900,FREEHOLD,YEARLY,999,0,,104,8.653846154
9,ORMOND YARD,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,03-07-1895,3,7,1895,3,660,FREEHOLD,WEEKLY,999,0,,,
3,TORRINGTON MEWS,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,10-06-1895,10,6,1895,2,40,LEASEHOLD,YEARLY,,1,6.3,20,2
1,TORRINGTON STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,10-06-1895,10,6,1895,2,140,LEASEHOLD,YEARLY,10,1,10,55,2.545454546
10,WAKEFIELD STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,26-09-1895,26,9,1895,3,85,LEASEHOLD,MONTHLY,23,1,20,40,2.125
14,WAKEFIELD STREET,BLOOMSBURY,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,26-09-1895,26,9,1895,3,85,LEASEHOLD,MONTHLY,23,1,20,40,2.125
6,ADDINGTON ROAD,BOW,UNITED KINGDOM,Tower H,Greater London,INNER,Greater London,10-04-1895,10,4,1895,2,350,LEASEHOLD,YEARLY,52,1,4.5,40,8.75
26,ADDINGTON ROAD,BOW,UNITED KINGDOM,Tower H,Greater London,INNER,Greater London,10-04-1895,10,4,1895,2,320,LEASEHOLD,YEARLY,52,1,4,,
141,ANTILL ROAD,BOW,UNITED KINGDOM,Tower H,Greater London,INNER,Greater London,14-03-1895,14,3,1895,1,180,LEASEHOLD,YEARLY,67,1,4.5,,
24,ATHELSTANE ROAD,BOW,UNITED KINGDOM,Tower H,Greater London,INNER,Greater London,26-09-1895,26,9,1895,3,260,LEASEHOLD,YEARLY,50,1,4.2,33.8,7.692307692
45,BOW COMMON LANE,BOW,UNITED KINGDOM,Tower H,Greater London,INNER,Greater London,19-11-1895,19,11,1895,4,450,LEASEHOLD,YEARLY,,1,5,35,12.85714286
43,FAIRFIELD ROAD,BOW,UNITED KINGDOM,Tower H,Greater London,INNER,Greater London,10-04-1895,10,4,1895,2,225,LEASEHOLD,YEARLY,34,1,3.5,,
47,FAIRFIELD ROAD,BOW,UNITED KINGDOM,Tower H,Greater London,INNER,Greater London,10-04-1895,10,4,1895,2,230,LEASEHOLD,YEARLY,34,1,3.5,28,8.214285714
11,HARLEY STREET,BOW,UNITED KINGDOM,Tower H,Greater London,INNER,Greater London,24-10-1895,24,10,1895,4,260,LEASEHOLD,YEARLY,30,1,5.25,32,8.125
89,MALMESBURY ROAD,BOW,UNITED KINGDOM,Tower H,Greater London,INNER,Greater London,19-06-1895,19,6,1895,2,270,LEASEHOLD,YEARLY,51,0,,28,9.642857143
121,MORVILLE STREET,BOW,UNITED KINGDOM,Tower H,Greater London,INNER,Greater London,13-06-1895,13,6,1895,2,170,LEASEHOLD,YEARLY,52,0,,28.6,5.944055944
116,ST. STEPHENS ROAD,BOW,UNITED KINGDOM,Tower H,Greater London,INNER,Greater London,03-12-1895,3,12,1895,4,350,FREEHOLD,YEARLY,999,0,,27.3,12.82051282
45,TREDEGAR ROAD,BOW,UNITED KINGDOM,Tower H,Greater London,INNER,Greater London,30-01-1895,30,1,1895,1,375,LEASEHOLD,YEARLY,67,1,6.5,45.06666667,8.321005917
33,APPACH ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,14-03-1895,14,3,1895,1,245,LEASEHOLD,YEARLY,70,1,7,,
16,BANKTON ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,08-04-1895,8,4,1895,2,215,LEASEHOLD,YEARLY,79,1,6.3,,
49,BARRINGTON ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,15-11-1895,15,11,1895,4,330,LEASEHOLD,YEARLY,27,1,0.05,45,7.333333333
87,BRIXTON ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,19-11-1895,19,11,1895,4,100,LEASEHOLD,YEARLY,,1,9,55,1.818181818
399,BRIXTON ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,28-05-1895,28,5,1895,2,2620,FREEHOLD,YEARLY,999,0,,125,20.96
5,BURTON ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,30-10-1895,30,10,1895,4,450,LEASEHOLD,YEARLY,40,1,,45,10
283,COLDHARBOUR LANE,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,17-06-1895,17,6,1895,2,350,LEASEHOLD,YEARLY,27,1,1,65,5.384615385
354,COLDHARBOUR LANE,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,17-06-1895,17,6,1895,2,1250,LEASEHOLD,YEARLY,,1,15,100,12.5
25,HACKFORD ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,09-08-1895,9,8,1895,3,30,LEASEHOLD,YEARLY,3,1,3.4,22.4,1.339285714
27,HACKFORD ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,09-08-1895,9,8,1895,3,40,LEASEHOLD,YEARLY,4,1,10,39,1.025641026
35,HANDFORTH ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,24-04-1895,24,4,1895,2,440,LEASEHOLD,MONTHLY,93,1,8.5,50,8.8
35,HOLLAND STREET,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,14-03-1895,14,3,1895,1,70,LEASEHOLD,YEARLY,,1,1.5,28,2.5
1,KELLETT ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,26-07-1895,26,7,1895,3,370,LEASEHOLD,YEARLY,78,1,7.35,40,9.25
16,LOUGHBOROUGH PARK,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,07-06-1895,7,6,1895,2,250,LEASEHOLD,YEARLY,27,1,5,36,6.944444444
156,LOUGHBOROUGH ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,28-02-1895,28,2,1895,1,255,LEASEHOLD,YEARLY,28,1,7.35,,
23,LYHAM ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,27-06-1895,27,6,1895,2,200,LEASEHOLD,YEARLY,87,1,8,30,6.666666667
27,LYHAM ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,27-06-1895,27,6,1895,2,205,LEASEHOLD,YEARLY,87,1,8,30,6.833333333
31,LYHAM ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,27-06-1895,27,6,1895,2,205,LEASEHOLD,YEARLY,87,1,8,30,6.833333333
234,LYHAM ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,10-12-1895,10,12,1895,4,525,FREEHOLD,YEARLY,999,0,,37.5,14
4,SOUTH ISLAND PLACE,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,10-07-1895,10,7,1895,3,390,LEASEHOLD,YEARLY,93,1,6,58.5,6.666666667
26,SOMERLEYTON ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,31-07-1895,31,7,1895,3,400,LEASEHOLD,YEARLY,71,1,9,52,7.692307692
52,THORNTON STREET,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,04-07-1895,4,7,1895,3,220,LEASEHOLD,MONTHLY,29,1,3,28,7.857142857
84,TULSE HILL,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,25-11-1895,25,11,1895,4,710,LEASEHOLD,YEARLY,55,1,22,125,5.68
91,VASSALL ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,04-07-1895,4,7,1895,3,52,LEASEHOLD,YEARLY,6,1,9,50,1.04
45,WILTSHIRE ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,20-03-1895,20,3,1895,1,400,LEASEHOLD,YEARLY,67,1,8,,
56,WILTSHIRE ROAD,BRIXTON,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,17-06-1895,17,6,1895,2,450,LEASEHOLD,YEARLY,67,1,11,60,7.5
6,BREAKSPEARE ROAD,BROCKLEY,UNITED KINGDOM,Lewisha,Greater London,INNER,Greater London,27-06-1895,27,6,1895,2,455,LEASEHOLD,YEARLY,62,1,7,55,8.272727273
28,BROCKLEY ROAD,BROCKLEY,UNITED KINGDOM,Lewisha,Greater London,INNER,Greater London,13-05-1895,13,5,1895,2,270,LEASEHOLD,QUARTERLY,32,1,3.15,30,9
266,BROCKLEY ROAD,BROCKLEY,UNITED KINGDOM,Lewisha,Greater London,INNER,Greater London,07-05-1895,7,5,1895,2,530,FREEHOLD,YEARLY,999,0,,40,13.25
11,COMERFORD ROAD,BROCKLEY,UNITED KINGDOM,Lewisha,Greater London,INNER,Greater London,29-07-1895,29,7,1895,3,480,FREEHOLD,YEARLY,999,0,,38,12.63157895
32,MALPAS ROAD,BROCKLEY,UNITED KINGDOM,Lewisha,Greater London,INNER,Greater London,13-05-1895,13,5,1895,2,290,LEASEHOLD,QUARTERLY,64,1,3.5,26,11.15384615
41,MALPAS ROAD,BROCKLEY,UNITED KINGDOM,Lewisha,Greater London,INNER,Greater London,13-05-1895,13,5,1895,2,250,LEASEHOLD,QUARTERLY,68,1,3.5,26,9.615384615
213,MALPAS ROAD,BROCKLEY,UNITED KINGDOM,Lewisha,Greater London,INNER,Greater London,14-11-1895,14,11,1895,4,330,LEASEHOLD,YEARLY,69,1,4.5,32,10.3125
38,MANOR ROAD,BROCKLEY,UNITED KINGDOM,Lewisha,Greater London,INNER,Greater London,22-07-1895,22,7,1895,3,335,LEASEHOLD,YEARLY,65,1,5,40,8.375
44,MANOR ROAD,BROCKLEY,UNITED KINGDOM,Lewisha,Greater London,INNER,Greater London,22-07-1895,22,7,1895,3,385,LEASEHOLD,YEARLY,65,1,2.366666667,40,9.625
10,TRESSILLIAN ROAD,BROCKLEY,UNITED KINGDOM,Lewisha,Greater London,INNER,Greater London,07-06-1895,7,6,1895,2,420,LEASEHOLD,YEARLY,70,1,6,46,9.130434783
12,TRESSILLIAN ROAD,BROCKLEY,UNITED KINGDOM,Lewisha,Greater London,INNER,Greater London,07-06-1895,7,6,1895,2,380,LEASEHOLD,YEARLY,70,1,5.5,45,8.444444444
1,BYRON STREET,BROMLEY-BY-BOW,UNITED KINGDOM,Tower H,Greater London,INNER,Greater London,01-08-1895,1,8,1895,3,250,FREEHOLD,YEARLY,999,0,,28.6,8.741258741
24,CHADBOURN STREET,BROMLEY-BY-BOW,UNITED KINGDOM,Tower H,Greater London,INNER,Greater London,01-08-1895,1,8,1895,3,75,LEASEHOLD,YEARLY,47,1,3,19.5,3.846153846
134,DEVONS ROAD,BROMLEY-BY-BOW,UNITED KINGDOM,Tower H,Greater London,INNER,Greater London,21-02-1895,21,2,1895,1,300,FREEHOLD,YEARLY,999,0,,31.2,9.615384615
17,TETLEY STREET,BROMLEY-BY-BOW,UNITED KINGDOM,Tower H,Greater London,INNER,Greater London,21-02-1895,21,2,1895,1,170,FREEHOLD,YEARLY,999,0,,20.8,8.173076923
31,VENNE STREET,BROMLEY-BY-BOW,UNITED KINGDOM,Tower H,Greater London,INNER,Greater London,18-06-1895,18,6,1895,2,195,LEASEHOLD,YEARLY,80,1,3,28.6,6.818181818
39,BEAUCHAMP PLACE,BROMPTON,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,28-05-1895,28,5,1895,2,550,LEASEHOLD,YEARLY,29,1,24,75,7.333333333
6,KEMPSFORD GARDENS,BROMPTON,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,10-12-1895,10,12,1895,4,420,LEASEHOLD,YEARLY,70,1,6,55,7.636363636
29,MICHAEL'S GROVE,BROMPTON,UNITED KINGDOM,Kensing,Greater London,INNER,Greater London,06-06-1895,6,6,1895,2,350,LEASEHOLD,YEARLY,32,1,95,150,2.333333333
41,ACORN STREET,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,28-03-1895,28,3,1895,1,380,FREEHOLD,YEARLY,999,0,,26,14.61538462
268,ALBANY ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,13-08-1895,13,8,1895,3,545,FREEHOLD,YEARLY,999,0,,38,14.34210526
292,ALBANY ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,21-05-1895,21,5,1895,2,435,FREEHOLD,YEARLY,999,0,,40.3,10.79404467
351,ALBANY ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,13-08-1895,13,8,1895,3,650,FREEHOLD,YEARLY,999,0,,42,15.47619048
25,BRUNSWICK SQUARE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,24-01-1895,24,1,1895,1,250,LEASEHOLD,YEARLY,43,1,10,,
28,BRUNSWICK SQUARE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,08-04-1895,8,4,1895,2,300,LEASEHOLD,YEARLY,42,1,10,,
11,CAMBERWELL GROVE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,26-09-1895,26,9,1895,3,465,FREEHOLD,YEARLY,999,0,,30,15.5
13,CAMBERWELL GROVE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,26-09-1895,26,9,1895,3,455,FREEHOLD,YEARLY,999,0,,30,15.16666667
94,CAMBERWELL GROVE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,13-06-1895,13,6,1895,2,1600,FREEHOLD,YEARLY,999,0,,65,24.61538462
89,CAMBERWELL NEW ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,14-03-1895,14,3,1895,1,90,LEASEHOLD,YEARLY,,1,1,36,2.5
100,CAMBERWELL NEW ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,26-07-1895,26,7,1895,3,55,LEASEHOLD,YEARLY,6,1,8,45,1.222222222
234,CAMBERWELL ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,12-06-1895,12,6,1895,2,450,LEASEHOLD,YEARLY,26,1,5.333333333,,
1,CAMBRIA ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,30-05-1895,30,5,1895,2,409,LEASEHOLD,YEARLY,46,1,2,40,10.225
1,CAMBRIA ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,24-10-1895,24,10,1895,4,700,FREEHOLD,YEARLY,999,0,,40,17.5
60,COLDHARBOUR LANE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,22-03-1895,22,3,1895,1,710,FREEHOLD,YEARLY,999,0,,36,19.72222222
62,COLDHARBOUR LANE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,22-03-1895,22,3,1895,1,940,FREEHOLD,YEARLY,999,0,,45,20.88888889
68,COLDHARBOUR LANE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,22-03-1895,22,3,1895,1,1200,FREEHOLD,YEARLY,999,0,,50,24
70,COLDHARBOUR LANE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,22-03-1895,22,3,1895,1,640,FREEHOLD,YEARLY,999,0,,34,18.82352941
119,COLDHARBOUR LANE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,30-04-1895,30,4,1895,2,1725,COPYHOLD,YEARLY,999,0,,105,16.42857143
121,COLDHARBOUR LANE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,30-04-1895,30,4,1895,2,430,FREEHOLD,YEARLY,999,0,,46.8,9.188034188
131,COLDHARBOUR LANE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,30-04-1895,30,4,1895,2,875,FREEHOLD,YEARLY,999,0,,60,14.58333333
133,COLDHARBOUR LANE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,30-04-1895,30,4,1895,2,1300,FREEHOLD,YEARLY,999,0,,70,18.57142857
173,COLDHARBOUR LANE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,30-05-1895,30,5,1895,2,350,LEASEHOLD,YEARLY,16,1,3,50,7
189,COLDHARBOUR LANE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,30-05-1895,30,5,1895,2,410,LEASEHOLD,YEARLY,46,1,2,45,9.111111111
189,COLDHARBOUR LANE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,24-10-1895,24,10,1895,4,650,FREEHOLD,YEARLY,999,0,,45,14.44444444
105,CROFTON ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,29-03-1895,29,3,1895,1,255,LEASEHOLD,YEARLY,71,1,6.3,32,7.96875
1,DENMARK ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,22-03-1895,22,3,1895,1,325,FREEHOLD,YEARLY,999,0,,20,16.25
20,DENMARK ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,22-03-1895,22,3,1895,1,460,FREEHOLD,YEARLY,999,0,,28,16.42857143
22,DENMARK ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,22-03-1895,22,3,1895,1,470,FREEHOLD,YEARLY,999,0,,28,16.78571429
23,DENMARK ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,22-03-1895,22,3,1895,1,115,LEASEHOLD,YEARLY,,1,3,23,5
50,DENMARK ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,22-03-1895,22,3,1895,1,430,FREEHOLD,YEARLY,999,0,,32,13.4375
52,DENMARK ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,11-10-1895,11,10,1895,4,450,FREEHOLD,YEARLY,999,0,,32,14.0625
49,D'EYNSFORD ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,08-03-1895,8,3,1895,1,165,LEASEHOLD,YEARLY,62,1,3,24.6,6.707317073
61,D'EYNSFORD ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,08-03-1895,8,3,1895,1,170,LEASEHOLD,YEARLY,62,1,3,24.6,6.910569106
63,D'EYNSFORD ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,08-03-1895,8,3,1895,1,205,LEASEHOLD,YEARLY,62,1,3,28.6,7.167832168
11,DOMVILLE GROVE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,13-03-1895,13,3,1895,1,220,LEASEHOLD,YEARLY,56,1,5,,
8,DUMBLETON ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,28-02-1895,28,2,1895,1,240,LEASEHOLD,YEARLY,78,1,5.5,28,8.571428571
29,ELAM STREET,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,16-03-1895,16,3,1895,1,220,LEASEHOLD,YEARLY,68,1,4.5,31.2,7.051282051
101,FARMERS ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,16-05-1895,16,5,1895,2,370,LEASEHOLD,YEARLY,55,1,,36,10.27777778
54,GROSVENOR TERRACE,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,12-12-1895,12,12,1895,4,350,LEASEHOLD,YEARLY,27,1,5,35,10
130,HARRIS STREET,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,28-11-1895,28,11,1895,4,210,LEASEHOLD,YEARLY,42,1,,70,3
77,LEIPSIC ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,05-04-1895,5,4,1895,2,90,LEASEHOLD,YEARLY,12,1,3,33.8,2.662721894
2,LEWIS ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,22-03-1895,22,3,1895,1,190,LEASEHOLD,YEARLY,46,1,4,27,7.037037037
12,LINNELL ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,21-03-1895,21,3,1895,1,290,LEASEHOLD,YEARLY,71,1,6,34,8.529411765
16,LINNELL ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,21-03-1895,21,3,1895,1,350,LEASEHOLD,YEARLY,71,1,7,40,8.75
17,LUXOR STREET,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,21-05-1895,21,5,1895,2,395,LEASEHOLD,YEARLY,69,1,4,40,9.875
12,MALFORT ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,28-02-1895,28,2,1895,1,250,LEASEHOLD,YEARLY,81,1,6.25,,
20,NEATE STREET,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,24-01-1895,24,1,1895,1,95,LEASEHOLD,YEARLY,15,1,3.5,33.8,2.810650888
70,NEW CHURCH ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,28-03-1895,28,3,1895,1,500,FREEHOLD,YEARLY,999,0,,36,13.88888889
72,NEW CHURCH ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,28-03-1895,28,3,1895,1,460,FREEHOLD,YEARLY,999,0,,33,13.93939394
74,NEW CHURCH ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,28-03-1895,28,3,1895,1,410,FREEHOLD,YEARLY,999,0,,21,19.52380952
76,NEW CHURCH ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,28-03-1895,28,3,1895,1,385,FREEHOLD,YEARLY,999,0,,28,13.75
47,NORTHWAY ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,19-12-1895,19,12,1895,4,245,LEASEHOLD,YEARLY,78,1,,26,9.423076923
21,NOTLEY STREET,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,26-09-1895,26,9,1895,3,205,FREEHOLD,YEARLY,999,0,,24.7,8.299595142
107,PAULET ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,11-07-1895,11,7,1895,3,305,LEASEHOLD,YEARLY,72,1,,52,5.865384615
5,PECKHAM ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,21-06-1895,21,6,1895,2,350,LEASEHOLD,YEARLY,25,1,16.9,,
43,POPLAR WALK ROAD,CAMBERWELL,UNITED KINGDOM,Southwa,Greater London,INNER,Greater London,20-11-1895,20,11,1895,4,250,LEASEHOLD,YEARLY,70,1,3.5,28,8.928571429
